"","series","year","cong_session","start_date","end_date","middle_date","president","pres_lastname","pres_party","tot_series","tot_series_rep","per_rep_approval","per_rep_approval_w","avg_rep_approval","avg_rep_approval_w","tot_series_dem","per_dem_approval","per_dem_approval_w","avg_dem_approval","avg_dem_approval_w","tot_series_ind","per_ind_approval","per_ind_approval_w","avg_ind_approval","avg_ind_approval_w","avg_inparty_approval","avg_inparty_approval_w","avg_outparty_approval","avg_outparty_approval_w","per_inparty_approval","per_inparty_approval_w","per_outparty_approval_w","avg_approval_diff","avg_approval_diff_w","per_approval_diff","per_approval_diff_w","crisno_during","during_crisis","num_crisis","crisname_during","crisis_closest_pre","crisis_closest_post_start","crisis_closest_post_end","session_startyr","session_endyr","rep_pres","majority_senate","majority_house","divided_leg","divided_gov","pres_support_house","pres_support_senate","nominate_president","nominate_house_median","nominate_senate_median","bicameral_distance","pres_house_distance","pres_senate_distance","nominate_house_dem","nominate_house_rep","polarization_house","nominate_senate_dem","nominate_senate_rep","polarization_senate","polarization_house_lag","polarization_senate_lag","polarization_avg","polarization_avg_lag","election_no","pres_election_date","election_year","perchange_dispinc","unemployment_rate","mid_closest_pre","during_mid","eisenhower","kennedy","johnson","nixon","ford","carter","reagan","bush1","clinton","bush2","obama"
"607","1988-871",1988,100,10360,10362,1988-05-14,"Ronald Reagan","Reagan","R",1011,278,0.848920863309353,0.87641034880988,0.758992805755396,0.796006950543081,361,0.265927977839335,0.256412068067165,-0.365650969529086,-0.395819904896691,372,0.481182795698925,0.45265316947173,0.131720430107527,0.113146719913329,0.758992805755396,0.796006950543081,-0.365650969529086,-0.395819904896691,0.848920863309353,0.87641034880988,0.256412068067165,1.12464377528448,1.19182685543977,0.592508795242188,0.619998280742715,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,4.2,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0
"608","1988-874",1988,100,10409,10415,1988-07-04,"Ronald Reagan","Reagan","R",1000,333,0.798798798798799,0.749096901567133,0.678678678678679,0.609553900924889,340,0.288235294117647,0.303214257429628,-0.276470588235294,-0.282598704274963,327,0.489296636085627,0.468778621348401,0.149847094801223,0.141127361981511,0.678678678678679,0.609553900924889,-0.276470588235294,-0.282598704274963,0.798798798798799,0.749096901567133,0.303214257429628,0.955149266913973,0.892152605199852,0.495584541369171,0.445882644137505,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,3.9,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0
"609","1988-875",1988,100,10479,10481,1988-09-10,"Ronald Reagan","Reagan","R",1001,343,0.886297376093295,0.842650733605766,0.816326530612245,0.765838335623894,344,0.23546511627907,0.246868874271249,-0.421511627906977,-0.430140791071016,314,0.519108280254777,0.516827310346494,0.152866242038217,0.162406722451471,0.816326530612245,0.765838335623894,-0.421511627906977,-0.430140791071016,0.886297376093295,0.842650733605766,0.246868874271249,1.23783815851922,1.19597912669491,0.639428501822046,0.595781859334517,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,3.9,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0
"610","1988-88053",1988,100,10260,10261,1988-02-03,"Ronald Reagan","Reagan","R",613,180,0.805555555555556,0.795538681083255,0.688888888888889,0.675123273664051,176,0.267045454545455,0.287520333108577,-0.375,-0.373744535175237,257,0.498054474708171,0.509617771156103,0.116731517509728,0.177703657734719,0.688888888888889,0.675123273664051,-0.375,-0.373744535175237,0.805555555555556,0.795538681083255,0.287520333108577,1.06388888888889,1.04886780883929,0.518035222446979,0.508018347974678,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,6,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0
"611","1988-88127",1988,100,10296,10297,1988-03-10,"Ronald Reagan","Reagan","R",755,190,0.826315789473684,0.794866188576347,0.705263157894737,0.658760515325948,227,0.251101321585903,0.261222478839269,-0.436123348017621,-0.422953547360088,338,0.523668639053254,0.519691014959967,0.121301775147929,0.118072754532628,0.705263157894737,0.658760515325948,-0.436123348017621,-0.422953547360088,0.826315789473684,0.794866188576347,0.261222478839269,1.14138650591236,1.08171406268604,0.565093310634415,0.533643709737078,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,6,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0
"612","1988-PS0188",1988,100,10234,10243,1988-01-12,"Ronald Reagan","Reagan","R",2109,589,0.848896434634975,0.802720353791588,0.738539898132428,0.694275893561909,799,0.261576971214018,0.287271624438008,-0.400500625782228,-0.370987054925687,721,0.478502080443828,0.490427839772546,0.0901525658807212,0.103350918476525,0.738539898132428,0.694275893561909,-0.400500625782228,-0.370987054925687,0.848896434634975,0.802720353791588,0.287271624438008,1.13904052391466,1.0652629484876,0.561624810196967,0.515448729353581,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,6,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0
"613","1988-PS0588",1988,100,10360,10369,1988-05-17,"Ronald Reagan","Reagan","R",3021,867,0.77277970011534,0.743369697424505,0.604382929642445,0.579870215061764,1161,0.238587424633936,0.249659881162602,-0.454780361757106,-0.41839915478055,993,0.499496475327291,0.510590139892766,0.110775427995972,0.122756148933284,0.604382929642445,0.579870215061764,-0.454780361757106,-0.41839915478055,0.77277970011534,0.743369697424505,0.249659881162602,1.05916329139955,0.998269369842314,0.523119818952738,0.493709816261902,NA,0,0,NA,0,0,0,1987,1989,1,"D","D",0,1,39,60,0.692,-0.134,-0.123,0.011,0.826,0.815,-0.30799999833107,0.317999988794327,0.625999987125397,-0.329500004649162,0.273000001907349,0.602500006556511,0.597000002861023,0.593999981880188,0.614249996840954,0.595499992370605,51,1988-11-08,1,4.2,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0
"614","1989-1299",1989,101,10647,10650,1989-02-25,"George H. W. Bush","Bush I","R",1052,360,0.797222222222222,0.751446938680278,0.75,0.705482809576723,405,0.51358024691358,0.512028038207396,0.328395061728395,0.325046346364198,287,0.557491289198606,0.559129233351983,0.456445993031359,0.457078276403274,0.75,0.705482809576723,0.328395061728395,0.325046346364198,0.797222222222222,0.751446938680278,0.512028038207396,0.421604938271605,0.380436463212525,0.285194184014827,0.239418900472882,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,4.6,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0
"615","1989-1300",1989,101,10661,10664,1989-03-11,"George H. W. Bush","Bush I","R",1050,364,0.774725274725275,0.803548217474759,0.733516483516483,0.770381096627686,417,0.443645083932854,0.433404846300038,0.170263788968825,0.15312730494163,269,0.446096654275093,0.436905080944189,0.29368029739777,0.289602750960779,0.733516483516483,0.770381096627686,0.170263788968825,0.15312730494163,0.774725274725275,0.803548217474759,0.433404846300038,0.563252694547659,0.617253791686056,0.341320428425237,0.370143371174721,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,4.6,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"616","1989-1301",1989,101,10689,10692,1989-04-08,"George H. W. Bush","Bush I","R",1044,355,0.740845070422535,0.727292416800915,0.673239436619718,0.650491669312329,393,0.391857506361323,0.371001075090646,0.0788804071246819,0.0723164521404198,296,0.564189189189189,0.558013479854609,0.432432432432432,0.40588212194475,0.673239436619718,0.650491669312329,0.0788804071246819,0.0723164521404198,0.740845070422535,0.727292416800915,0.371001075090646,0.594359029495036,0.57817521717191,0.369843995331889,0.356291341710269,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5,0,0,0,0,0,0,0,0,0,1,0,0,0
"617","1989-1302",1989,101,10717,10720,1989-05-06,"George H. W. Bush","Bush I","R",1073,334,0.748502994011976,0.721336179507707,0.661676646706587,0.631259975319137,400,0.4875,0.506626876443624,0.2175,0.274767592251301,339,0.525073746312684,0.534649655882236,0.333333333333333,0.321687843243984,0.661676646706587,0.631259975319137,0.2175,0.274767592251301,0.748502994011976,0.721336179507707,0.506626876443624,0.444176646706587,0.356492383067836,0.241876117568352,0.214709303064082,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"618","1989-1303",1989,101,10752,10765,1989-06-15,"George H. W. Bush","Bush I","R",1029,359,0.813370473537604,0.781775965331989,0.754874651810585,0.728329602224249,347,0.504322766570605,0.506594180717248,0.23342939481268,0.229087223924203,323,0.594427244582043,0.610178729698016,0.439628482972136,0.457404897124406,0.754874651810585,0.728329602224249,0.23342939481268,0.229087223924203,0.813370473537604,0.781775965331989,0.506594180717248,0.521445256997905,0.499242378300046,0.306776292820356,0.27518178461474,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"619","1989-1304",1989,101,10812,10824,1989-08-14,"George H. W. Bush","Bush I","R",1007,283,0.816254416961131,0.820156136797511,0.745583038869258,0.741927469787665,403,0.486352357320099,0.4526417406262,0.188585607940447,0.161535593771165,321,0.576323987538941,0.591349299637328,0.358255451713396,0.375538138771354,0.745583038869258,0.741927469787665,0.188585607940447,0.161535593771165,0.816254416961131,0.820156136797511,0.4526417406262,0.556997430928811,0.5803918760165,0.36361267633493,0.36751439617131,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,2.7,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"620","1989-1305",1989,101,10819,10831,1989-08-21,"George H. W. Bush","Bush I","R",1007,317,0.826498422712934,0.842176430985002,0.757097791798107,0.785529975635396,386,0.5,0.496396761947345,0.199481865284974,0.189503418349231,304,0.631578947368421,0.620326215891462,0.470394736842105,0.471159067004919,0.757097791798107,0.785529975635396,0.199481865284974,0.189503418349231,0.826498422712934,0.842176430985002,0.496396761947345,0.557615926513133,0.596026557286165,0.330101660765589,0.345779669037657,NA,0,0,NA,1,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,2.7,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"621","1989-877",1989,101,10616,10620,1989-01-26,"George H. W. Bush","Bush I","R",1001,348,0.695402298850575,0.665412817878285,0.675287356321839,0.64410811285863,326,0.371165644171779,0.393268208379394,0.254601226993865,0.27743511697266,327,0.480122324159021,0.468617258268759,0.428134556574924,0.422025492614198,0.675287356321839,0.64410811285863,0.254601226993865,0.27743511697266,0.695402298850575,0.665412817878285,0.393268208379394,0.420686129327974,0.36667299588597,0.30213409047118,0.27214460949889,NA,0,0,NA,0,1,1,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,4.6,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0
"622","1989-878",1989,101,10651,10653,1989-03-01,"George H. W. Bush","Bush I","R",1000,388,0.835051546391753,0.769603157166353,0.798969072164949,0.726785108293455,298,0.479865771812081,0.487684468094935,0.261744966442953,0.262515871916841,314,0.563694267515924,0.574394518782379,0.401273885350318,0.421568507221854,0.798969072164949,0.726785108293455,0.261744966442953,0.262515871916841,0.835051546391753,0.769603157166353,0.487684468094935,0.537224105721996,0.464269236376613,0.347367078296818,0.281918689071419,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,4.6,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"623","1989-89107",1989,101,10660,10661,1989-03-09,"George H. W. Bush","Bush I","R",756,275,0.810909090909091,0.782506912621585,0.76,0.741398798552426,232,0.474137931034483,0.474088820147103,0.15948275862069,0.138755734110701,249,0.598393574297189,0.578950736417349,0.453815261044177,0.457113870655198,0.76,0.741398798552426,0.15948275862069,0.138755734110701,0.810909090909091,0.782506912621585,0.474088820147103,0.60051724137931,0.602643064441726,0.336820270761988,0.308418092474481,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,4.6,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"624","1989-89134",1989,101,10716,10719,1989-05-05,"George H. W. Bush","Bush I","R",1239,433,0.79445727482679,0.763280395960422,0.720554272517321,0.685957550314227,396,0.411616161616162,0.414254353955539,0.0707070707070707,0.0834362243462091,410,0.509756097560976,0.499713087808795,0.275609756097561,0.245072103273578,0.720554272517321,0.685957550314227,0.0707070707070707,0.0834362243462091,0.79445727482679,0.763280395960422,0.414254353955539,0.64984720181025,0.602521325968018,0.380202920871251,0.349026042004884,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"625","1989-89134-W1",1989,101,10716,10719,1989-05-05,"George H. W. Bush","Bush I","R",1239,433,0.79445727482679,0.763280384259742,0.720554272517321,0.685957540540717,396,0.411616161616162,0.41425434688125,0.0707070707070707,0.0834362228410413,410,0.509756097560976,0.499713077923147,0.275609756097561,0.245072101819806,0.720554272517321,0.685957540540717,0.0707070707070707,0.0834362228410413,0.79445727482679,0.763280384259742,0.41425434688125,0.64984720181025,0.602521317699676,0.38020292794554,0.349026037378492,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"626","1989-89135-W1",1989,101,10751,10754,1989-06-09,"George H. W. Bush","Bush I","R",1235,427,0.875878220140515,0.810618875596227,0.826697892271663,0.761461337779668,386,0.567357512953368,0.566919726874544,0.313471502590674,0.298246552752707,422,0.677725118483412,0.694017021859427,0.549763033175355,0.571052026974646,0.826697892271663,0.761461337779668,0.313471502590674,0.298246552752707,0.875878220140515,0.810618875596227,0.566919726874544,0.513226389680989,0.463214785026961,0.308958493265971,0.243699148721683,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"627","1989-89136-W1",1989,101,10779,10782,1989-07-07,"George H. W. Bush","Bush I","R",1253,421,0.874109263657957,0.819708430993585,0.814726840855107,0.761312238960538,383,0.501305483028721,0.526645635189027,0.182767624020888,0.178249047879451,449,0.625835189309577,0.626147285734359,0.438752783964365,0.458305857494839,0.814726840855107,0.761312238960538,0.182767624020888,0.178249047879451,0.874109263657957,0.819708430993585,0.526645635189027,0.631959216834219,0.583063191081087,0.347463628468931,0.293062795804559,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,2.7,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0
"628","1989-89137-W1",1989,101,10814,10817,1989-08-11,"George H. W. Bush","Bush I","R",1250,427,0.850117096018735,0.782947516832195,0.77751756440281,0.711100261998679,390,0.569230769230769,0.598174558541714,0.287179487179487,0.321983421918673,433,0.676674364896074,0.687588528314859,0.471131639722864,0.473112810015954,0.77751756440281,0.711100261998679,0.287179487179487,0.321983421918673,0.850117096018735,0.782947516832195,0.598174558541714,0.490338077223323,0.389116840080006,0.251942537477022,0.184772958290482,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,2.7,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"629","1989-89138-W1",1989,101,10842,10845,1989-09-08,"George H. W. Bush","Bush I","R",1238,418,0.875598086124402,0.844713125217474,0.815789473684211,0.773772255940871,398,0.600502512562814,0.584034307068916,0.321608040201005,0.314398170266319,422,0.654028436018957,0.658926623692445,0.476303317535545,0.489610504623838,0.815789473684211,0.773772255940871,0.321608040201005,0.314398170266319,0.875598086124402,0.844713125217474,0.584034307068916,0.494181433483205,0.459374085674552,0.291563779055486,0.260678818148558,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,2.7,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"630","1989-89139-W1",1989,101,10870,10873,1989-10-06,"George H. W. Bush","Bush I","R",1234,425,0.884705882352941,0.840951260117924,0.821176470588235,0.776811766624451,382,0.50261780104712,0.523066375112034,0.149214659685864,0.15127096485093,427,0.660421545667447,0.649708910206163,0.459016393442623,0.461197403052372,0.821176470588235,0.776811766624451,0.149214659685864,0.15127096485093,0.884705882352941,0.840951260117924,0.523066375112034,0.671961810902371,0.625540801773521,0.361639507240907,0.317884885005889,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,3.4,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0
"631","1989-89140-W1",1989,101,10905,10908,1989-11-10,"George H. W. Bush","Bush I","R",1230,396,0.886363636363636,0.813112032232863,0.823232323232323,0.747030586154774,406,0.527093596059113,0.576059842197766,0.211822660098522,0.269889045231448,428,0.703271028037383,0.696559945974395,0.563084112149533,0.550998968220203,0.823232323232323,0.747030586154774,0.211822660098522,0.269889045231448,0.886363636363636,0.813112032232863,0.576059842197766,0.611409663133801,0.477141540923326,0.310303794165871,0.237052190035097,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,3.4,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0
"632","1989-89141-W1",1989,101,10933,10936,1989-12-08,"George H. W. Bush","Bush I","R",1235,366,0.877049180327869,0.82444551554534,0.806010928961749,0.749456217705878,368,0.573369565217391,0.62032834391879,0.252717391304348,0.312311071740544,501,0.702594810379242,0.699484475120575,0.489021956087824,0.485692430161193,0.806010928961749,0.749456217705878,0.252717391304348,0.312311071740544,0.877049180327869,0.82444551554534,0.62032834391879,0.553293537657401,0.437145145965333,0.256720836409079,0.20411717162655,NA,0,0,NA,1,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,3.4,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0
"633","1989-89159",1989,101,10717,10717,1989-05-05,"George H. W. Bush","Bush I","R",500,173,0.774566473988439,0.780106416327416,0.670520231213873,0.659200913299715,147,0.360544217687075,0.374836485402114,-0.00680272108843537,-0.0161484735352652,180,0.527777777777778,0.492110412981775,0.294444444444444,0.271970995598369,0.670520231213873,0.659200913299715,-0.00680272108843537,-0.0161484735352652,0.774566473988439,0.780106416327416,0.374836485402114,0.677322952302308,0.67534938683498,0.399729988586326,0.405269930925302,NA,0,0,NA,0,1,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"634","1989-89160",1989,101,10723,10724,1989-05-11,"George H. W. Bush","Bush I","R",750,244,0.844262295081967,0.782382630422467,0.774590163934426,0.699576909424829,241,0.49792531120332,0.557707202632398,0.178423236514523,0.239737580920651,265,0.543396226415094,0.51820620815709,0.279245283018868,0.25572845755883,0.774590163934426,0.699576909424829,0.178423236514523,0.239737580920651,0.844262295081967,0.782382630422467,0.557707202632398,0.596166927419903,0.459839328504178,0.28655509244957,0.22467542779007,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"635","1989-89173",1989,101,10744,10745,1989-06-01,"George H. W. Bush","Bush I","R",750,248,0.838709677419355,0.761555904822965,0.778225806451613,0.703944405000056,236,0.521186440677966,0.518739084065971,0.233050847457627,0.191551714125326,266,0.635338345864662,0.60185426428802,0.496240601503759,0.435638446108739,0.778225806451613,0.703944405000056,0.233050847457627,0.191551714125326,0.838709677419355,0.761555904822965,0.518739084065971,0.545174958993986,0.51239269087473,0.319970593353384,0.242816820756994,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,-1.2,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"636","1989-89241",1989,101,10857,10866,1989-09-26,"George H. W. Bush","Bush I","R",998,317,0.864353312302839,0.836408359207189,0.79179810725552,0.752660891047035,379,0.551451187335092,0.552324422902985,0.269129287598945,0.28534863680837,302,0.652317880794702,0.625406145654767,0.473509933774834,0.434903429833469,0.79179810725552,0.752660891047035,0.269129287598945,0.28534863680837,0.864353312302839,0.836408359207189,0.552324422902985,0.522668819656576,0.467312254238665,0.312028889399854,0.284083936304204,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,2.7,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0
"637","1989-89251",1989,101,10878,10888,1989-10-18,"George H. W. Bush","Bush I","R",1025,320,0.8125,0.786810172721744,0.721875,0.697994558885694,382,0.5,0.494472381176125,0.193717277486911,0.190773734559563,323,0.520123839009288,0.52683493578028,0.241486068111455,0.248377158545857,0.721875,0.697994558885694,0.193717277486911,0.190773734559563,0.8125,0.786810172721744,0.494472381176125,0.528157722513089,0.50722082432613,0.318027618823875,0.292337791545619,NA,0,0,NA,0,0,0,1989,1991,1,"D","D",0,1,50.5,67.9,0.557,-0.134,-0.154,0.02,0.691,0.711,-0.309000000357628,0.331000000238419,0.640000000596046,-0.328999996185303,0.285500004887581,0.614500001072884,0.625999987125397,0.602500006556511,0.627250000834465,0.614249996840954,NA,NA,0,3.4,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0
